client_id,Delinquent90
75000,0.0692918192918193
75001,0.5818181818181818
75002,0.009976525821596244
75003,0.05070793546262759
75004,0.009976525821596244
75005,0.026643459633150356
75006,0.009976525821596244
75007,0.009976525821596244
75008,0.02771450265755505
75009,0.057692307692307696
75010,0.2375
75011,0.02771450265755505
75012,0.0692918192918193
75013,0.026643459633150356
75014,0.5573770491803278
75015,0.2714285714285714
75016,0.08658008658008658
75017,0.009976525821596244
75018,0.009976525821596244
75019,0.11237373737373738
75020,0.026643459633150356
75021,0.057692307692307696
75022,0.08658008658008658
75023,0.009976525821596244
75024,0.08658008658008658
75025,0.15807560137457044
75026,0.026643459633150356
75027,0.009976525821596244
75028,0.026643459633150356
75029,0.009976525821596244
75030,0.02771450265755505
75031,0.009976525821596244
75032,0.08658008658008658
75033,0.11237373737373738
75034,0.009976525821596244
75035,0.009976525821596244
75036,0.009976525821596244
75037,0.026643459633150356
75038,0.009976525821596244
75039,0.1308262711864407
75040,0.009976525821596244
75041,0.026643459633150356
75042,0.009976525821596244
75043,0.009976525821596244
75044,0.02771450265755505
75045,0.0692918192918193
75046,0.009976525821596244
75047,0.009976525821596244
75048,0.26107445805843543
75049,0.13875598086124402
75050,0.009976525821596244
75051,0.009976525821596244
75052,0.25
75053,0.009976525821596244
75054,0.0692918192918193
75055,0.009976525821596244
75056,0.0312
75057,0.15063520871143377
75058,0.0312
75059,0.11237373737373738
75060,0.23645320197044334
75061,0.009976525821596244
75062,0.1308262711864407
75063,0.009976525821596244
75064,0.0692918192918193
75065,0.026643459633150356
75066,0.009976525821596244
75067,0.02771450265755505
75068,0.05070793546262759
75069,0.02771450265755505
75070,0.026643459633150356
75071,0.011094674556213017
75072,0.02771450265755505
75073,0.057692307692307696
75074,0.12419974391805377
75075,0.011094674556213017
75076,0.009976525821596244
75077,0.09154929577464789
75078,0.16447368421052633
75079,0.009976525821596244
75080,0.0692918192918193
75081,0.1308262711864407
75082,0.009976525821596244
75083,0.02771450265755505
75084,0.009976525821596244
75085,0.009976525821596244
75086,0.0692918192918193
75087,0.009976525821596244
75088,0.011094674556213017
75089,0.009976525821596244
75090,0.009976525821596244
75091,0.011094674556213017
75092,0.0797598627787307
75093,0.009976525821596244
75094,0.011094674556213017
75095,0.0797598627787307
75096,0.009976525821596244
75097,0.0692918192918193
75098,0.026643459633150356
75099,0.009976525821596244
75100,0.08658008658008658
75101,0.011094674556213017
75102,0.027009222661396576
75103,0.009976525821596244
75104,0.12419974391805377
75105,0.26107445805843543
75106,0.05070793546262759
75107,0.009976525821596244
75108,0.009976525821596244
75109,0.009976525821596244
75110,0.009976525821596244
75111,0.11237373737373738
75112,0.009976525821596244
75113,0.009976525821596244
75114,0.009976525821596244
75115,0.009976525821596244
75116,0.009976525821596244
75117,0.009976525821596244
75118,0.009976525821596244
75119,0.34375
75120,0.009976525821596244
75121,0.12419974391805377
75122,0.009976525821596244
75123,0.1308262711864407
75124,0.009976525821596244
75125,0.009976525821596244
75126,0.009976525821596244
75127,0.026643459633150356
75128,0.23645320197044334
75129,0.057692307692307696
75130,0.16447368421052633
75131,0.0312
75132,0.4470588235294118
75133,0.009976525821596244
75134,0.3559322033898305
75135,0.08658008658008658
75136,0.1308262711864407
75137,0.009976525821596244
75138,0.009976525821596244
75139,0.16447368421052633
75140,0.009976525821596244
75141,0.009976525821596244
75142,0.009976525821596244
75143,0.009976525821596244
75144,0.11237373737373738
75145,0.26107445805843543
75146,0.08658008658008658
75147,0.009976525821596244
75148,0.08658008658008658
75149,0.0692918192918193
75150,0.35331230283911674
75151,0.009976525821596244
75152,0.12419974391805377
75153,0.0692918192918193
75154,0.009976525821596244
75155,0.011094674556213017
75156,0.009976525821596244
75157,0.009976525821596244
75158,0.026643459633150356
75159,0.009976525821596244
75160,0.05070793546262759
75161,0.009976525821596244
75162,0.1308262711864407
75163,0.009976525821596244
75164,0.009976525821596244
75165,0.009976525821596244
75166,0.026643459633150356
75167,0.0692918192918193
75168,0.011094674556213017
75169,0.009976525821596244
75170,0.26107445805843543
75171,0.02771450265755505
75172,0.057692307692307696
75173,0.025044722719141325
75174,0.009976525821596244
75175,0.026643459633150356
75176,0.08658008658008658
75177,0.009976525821596244
75178,0.025149700598802394
75179,0.05070793546262759
75180,0.009976525821596244
75181,0.11237373737373738
75182,0.009976525821596244
75183,0.009976525821596244
75184,0.34375
75185,0.025044722719141325
75186,0.026643459633150356
75187,0.009976525821596244
75188,0.026643459633150356
75189,0.009976525821596244
75190,0.1308262711864407
75191,0.026643459633150356
75192,0.026643459633150356
75193,0.011094674556213017
75194,0.34375
75195,0.009976525821596244
75196,0.03571428571428571
75197,0.027009222661396576
75198,0.08658008658008658
75199,0.026643459633150356
75200,0.025044722719141325
75201,0.26107445805843543
75202,0.15384615384615385
75203,0.011094674556213017
75204,0.057692307692307696
75205,0.009976525821596244
75206,0.026643459633150356
75207,0.22388059701492538
75208,0.02771450265755505
75209,0.026643459633150356
75210,0.026643459633150356
75211,0.08658008658008658
75212,0.08658008658008658
75213,0.026643459633150356
75214,0.009976525821596244
75215,0.009976525821596244
75216,0.009976525821596244
75217,0.0797598627787307
75218,0.02771450265755505
75219,0.0797598627787307
75220,0.026643459633150356
75221,0.009976525821596244
75222,0.009976525821596244
75223,0.009976525821596244
75224,0.0692918192918193
75225,0.011094674556213017
75226,0.009976525821596244
75227,0.009976525821596244
75228,0.05070793546262759
75229,0.026643459633150356
75230,0.11237373737373738
75231,0.027009222661396576
75232,0.08658008658008658
75233,0.009976525821596244
75234,0.07603686635944701
75235,0.009976525821596244
75236,0.11237373737373738
75237,0.057692307692307696
75238,0.0692918192918193
75239,0.009976525821596244
75240,0.009976525821596244
75241,0.05070793546262759
75242,0.26107445805843543
75243,0.009976525821596244
75244,0.009976525821596244
75245,0.15807560137457044
75246,0.009976525821596244
75247,0.026643459633150356
75248,0.0312
75249,0.009976525821596244
75250,0.1308262711864407
75251,0.009976525821596244
75252,0.025044722719141325
75253,0.009976525821596244
75254,0.026643459633150356
75255,0.009976525821596244
75256,0.009976525821596244
75257,0.08658008658008658
75258,0.009976525821596244
75259,0.09154929577464789
75260,0.08658008658008658
75261,0.05070793546262759
75262,0.009976525821596244
75263,0.009976525821596244
75264,0.026643459633150356
75265,0.0692918192918193
75266,0.009976525821596244
75267,0.009976525821596244
75268,0.009976525821596244
75269,0.009976525821596244
75270,0.009976525821596244
75271,0.009976525821596244
75272,0.26107445805843543
75273,0.009976525821596244
75274,0.2594594594594595
75275,0.1282051282051282
75276,0.08658008658008658
75277,0.009976525821596244
75278,0.02771450265755505
75279,0.009976525821596244
75280,0.009976525821596244
75281,0.08658008658008658
75282,0.009976525821596244
75283,0.011094674556213017
75284,0.009976525821596244
75285,0.009976525821596244
75286,0.009976525821596244
75287,0.13875598086124402
75288,0.0797598627787307
75289,0.009976525821596244
75290,0.011094674556213017
75291,0.026643459633150356
75292,0.009976525821596244
75293,0.2962962962962963
75294,0.026643459633150356
75295,0.08658008658008658
75296,0.009976525821596244
75297,0.009976525821596244
75298,0.009976525821596244
75299,0.009976525821596244
75300,0.1308262711864407
75301,0.5818181818181818
75302,0.009976525821596244
75303,0.009976525821596244
75304,0.26107445805843543
75305,0.009976525821596244
75306,0.009976525821596244
75307,0.009976525821596244
75308,0.009976525821596244
75309,0.05070793546262759
75310,0.026643459633150356
75311,0.12419974391805377
75312,0.009976525821596244
75313,0.2594594594594595
75314,0.009976525821596244
75315,0.009976525821596244
75316,0.025149700598802394
75317,0.02771450265755505
75318,0.0797598627787307
75319,0.009976525821596244
75320,0.24936386768447838
75321,0.026643459633150356
75322,0.009976525821596244
75323,0.0797598627787307
75324,0.009976525821596244
75325,0.2594594594594595
75326,0.0692918192918193
75327,0.15807560137457044
75328,0.009976525821596244
75329,0.009976525821596244
75330,0.011094674556213017
75331,0.026643459633150356
75332,0.009976525821596244
75333,0.1308262711864407
75334,0.009976525821596244
75335,0.08658008658008658
75336,0.025149700598802394
75337,0.31343283582089554
75338,0.009976525821596244
75339,0.06402439024390244
75340,0.009976525821596244
75341,0.011094674556213017
75342,0.009976525821596244
75343,0.0692918192918193
75344,0.1308262711864407
75345,0.025149700598802394
75346,0.0692918192918193
75347,0.0797598627787307
75348,0.009976525821596244
75349,0.026643459633150356
75350,0.009976525821596244
75351,0.009976525821596244
75352,0.05070793546262759
75353,0.009976525821596244
75354,0.4470588235294118
75355,0.009976525821596244
75356,0.009976525821596244
75357,0.05070793546262759
75358,0.009976525821596244
75359,0.027009222661396576
75360,0.009976525821596244
75361,0.22388059701492538
75362,0.009976525821596244
75363,0.009976525821596244
75364,0.026643459633150356
75365,0.05070793546262759
75366,0.009976525821596244
75367,0.009976525821596244
75368,0.02771450265755505
75369,0.1308262711864407
75370,0.009976525821596244
75371,0.0692918192918193
75372,0.009976525821596244
75373,0.19607843137254902
75374,0.0692918192918193
75375,0.009976525821596244
75376,0.009976525821596244
75377,0.05070793546262759
75378,0.009976525821596244
75379,0.027009222661396576
75380,0.026643459633150356
75381,0.026643459633150356
75382,0.15807560137457044
75383,0.26107445805843543
75384,0.0692918192918193
75385,0.0692918192918193
75386,0.0692918192918193
75387,0.08658008658008658
75388,0.009976525821596244
75389,0.07603686635944701
75390,0.009976525821596244
75391,0.026643459633150356
75392,0.009976525821596244
75393,0.025044722719141325
75394,0.08658008658008658
75395,0.12419974391805377
75396,0.12419974391805377
75397,0.009976525821596244
75398,0.009976525821596244
75399,0.025044722719141325
75400,0.6
75401,0.011094674556213017
75402,0.009976525821596244
75403,0.026643459633150356
75404,0.26107445805843543
75405,0.23645320197044334
75406,0.027009222661396576
75407,0.0797598627787307
75408,0.009976525821596244
75409,0.02771450265755505
75410,0.22388059701492538
75411,0.08658008658008658
75412,0.026643459633150356
75413,0.011094674556213017
75414,0.1308262711864407
75415,0.08658008658008658
75416,0.057692307692307696
75417,0.0692918192918193
75418,0.23645320197044334
75419,0.009976525821596244
75420,0.026643459633150356
75421,0.009976525821596244
75422,0.009976525821596244
75423,0.08658008658008658
75424,0.02771450265755505
75425,0.08658008658008658
75426,0.05070793546262759
75427,0.1308262711864407
75428,0.009976525821596244
