client_id,Delinquent90
75000,0.19079411572834834
75001,0.9233718874578504
75002,0.0
75003,0.3180263486368771
75004,0.0027104360675849
75005,0.06196180062729351
75006,0.045499762777661344
75007,0.0626328702171527
75008,0.16945567145391785
75009,0.2777889405656383
75010,0.6929271452014222
75011,0.16696314353319924
75012,0.33020937148535157
75013,0.08768738812006696
75014,0.8451389346291532
75015,0.6860043625457267
75016,0.4357048461481701
75017,0.10935105184833065
75018,0.015007819170175744
75019,0.5490489514986164
75020,0.10726638807461596
75021,0.500049391417836
75022,0.3433558742152443
75023,0.034068855586476605
75024,0.3499009918634356
75025,0.5744690686468933
75026,0.023369838448173655
75027,0.019044084396089903
75028,0.13551931685234483
75029,0.04691146759477016
75030,0.08134609066579483
75031,0.03683277003052861
75032,0.270347776618644
75033,0.3775049670978859
75034,0.021614382046048
75035,0.007553651810833384
75036,0.10479244139294994
75037,0.010846581570318424
75038,0.008923601987728973
75039,0.4411204555848608
75040,0.012875372661645337
75041,0.18222478088660904
75042,0.04829066466869498
75043,0.035669550498286434
75044,0.07190490826192
75045,0.30498175319925563
75046,0.07133941058997162
75047,0.10747358925047158
75048,0.7505060040892128
75049,0.6636119935259426
75050,0.007506828958257748
75051,0.02336552883000669
75052,0.8016769615211669
75053,0.11348206705099284
75054,0.12613445499857606
75055,0.09680834048124697
75056,0.2552558468306025
75057,0.4252649387874502
75058,0.162569392528749
75059,0.4810391817199711
75060,0.6555674454034777
75061,0.049075080165419296
75062,0.5080015139070075
75063,0.03069317576470016
75064,0.1907481712553373
75065,0.13791845988721896
75066,0.07512604748203687
75067,0.2546137534246706
75068,0.3001472463028944
75069,0.05772136103771859
75070,0.14525912630131455
75071,0.1951134885333326
75072,0.19584166519431204
75073,0.17573162093186567
75074,0.4395110265353361
75075,0.115937539314893
75076,0.09958790557574226
75077,0.5112764094491047
75078,0.605905456512425
75079,0.012800429100224883
75080,0.14730863116274703
75081,0.6367127565972994
75082,0.08868875074375425
75083,0.18042682648069003
75084,0.06712977458554069
75085,0.1323419343863839
75086,0.19944559962899358
75087,0.03662816491052907
75088,0.018882684608661764
75089,0.034613568819988574
75090,0.06275660227348492
75091,0.07385443462106575
75092,0.406352953181454
75093,0.08255469580693466
75094,0.028983082653310364
75095,0.20286304712296813
75096,0.0025455373406193067
75097,0.14189063044838554
75098,0.15424417298482299
75099,0.2440329789637204
75100,0.287240250117651
75101,0.03212273650217635
75102,0.08272279013484199
75103,0.2045486377171107
75104,0.5929649028980477
75105,0.6763531280073718
75106,0.1340420558752563
75107,0.19608891200487266
75108,0.03599816302014634
75109,0.08322780177702471
75110,0.015707674813528034
75111,0.3826413351022848
75112,0.004627996991169453
75113,0.032284948343012126
75114,0.005913396349237219
75115,0.09418253649445169
75116,0.035930904131795886
75117,0.025647296757091705
75118,0.15023874069604162
75119,0.7888338472981911
75120,0.05553529533832735
75121,0.4946664327218336
75122,0.01405554450855437
75123,0.4120576875378338
75124,0.011798642594871114
75125,0.041885963401857754
75126,0.006484976983611213
75127,0.10063983623251735
75128,0.5781260990458048
75129,0.2681540851571093
75130,0.5140083358455857
75131,0.2277903102770005
75132,0.812405683010903
75133,0.014816517928462215
75134,0.8920936670207523
75135,0.37198048647703696
75136,0.5013404891374386
75137,0.048814556885599526
75138,0.036493598000014026
75139,0.3534651469592511
75140,0.05099863924386268
75141,0.04484894669899315
75142,0.20547232558783715
75143,0.057976653323283285
75144,0.3751843296165872
75145,0.8004712969090686
75146,0.501331780986185
75147,0.07085221458945376
75148,0.34714520910399177
75149,0.13812516841803493
75150,0.8169798114915124
75151,0.04739521173223689
75152,0.40243587560311694
75153,0.16474297672682192
75154,0.07243075440294737
75155,0.13736144972382283
75156,0.03839663419051205
75157,0.05752150867650001
75158,0.07083386785994711
75159,0.04851303104369888
75160,0.3422106843106247
75161,0.13412355406088394
75162,0.6503778602573317
75163,0.10706754071753305
75164,0.10156608451718273
75165,0.024015339134292865
75166,0.15549529178282676
75167,0.3386596692389915
75168,0.15343145795926605
75169,0.14761788849565338
75170,0.6706326268136155
75171,0.03141637118321507
75172,0.35385174106236733
75173,0.09215955121166286
75174,0.02769743996497885
75175,0.05885728585997913
75176,0.2401105933602284
75177,0.058263273511208566
75178,0.14847119884643395
