PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,y
2.0845459087756715,-4.352606027013986,-2.490376944890115,-8.378325705931378,1.224375218055729,-1.0084690977739013,-1.541886337772286,0.24969096025157878,-1.584616653229629,-0.6321780167021945,-0.3325856354385072,0.2183779334222449,5.03685116783724,3.444157411370679,0.6229995302059919,1.331833767748012,-1.6076667458739768,2.421328468029348,1.6188743076745395,-0.7592455088129149,-1.3165328964696863,-0.12613136957081145,0.7718341870581179,-0.42245106337392707,-0.060494056107319664,1.0321475067449648,0.9903037158536133,-0.7230950625021364,1.883165520264622,0.6059514301212678,0.16721665096319316,0.6012016729413291,-0.8194694276200309,0.16640754570193608,0.9962649259743589,-0.7079867318504933,-17.03
-4.460051060605579,-6.083487840394875,0.12434963269171544,5.992699247671525,4.133954873297678,2.4316850854168006,1.2450440534930227,2.937842816774649,2.011936869098313,-0.24716692157672354,-0.9949079988861225,-1.6278943168423792,-0.7019685795324837,-0.44491958234539536,3.2191308650604,0.06749146721629891,-1.9488507730549096,-2.863935637200343,-0.4191015448593847,1.037821960617795,-0.1771260240481927,1.435976241913471,-1.595486349636378,0.5611283802481445,0.7192835044443606,1.4715606762295041,0.8719621358647136,-0.8233370870578137,0.8498964103264742,0.38378931451071663,1.2759152432046386,-0.03674651656726982,-0.0939314065046091,-0.38370382622821464,0.16476323274893762,0.474014603324864,33.54
6.446271398387858,8.284506452344289,-1.065608918309019,-1.4813333879698227,-4.385512023851999,2.5914333350569296,-8.022337414318736,6.10886565849357,1.8535465216055615,2.2898568763113807,-0.15007121672332235,0.3121115997152701,-3.87419708692447,1.6386890242673642,-1.1459309307752559,-0.7488676358072691,0.21637074676678333,1.4256799785162306,1.1930649075495938,0.3557961911399161,1.2161756065934335,-0.3021397705069592,1.5390021679112498,-1.4108331001604462,0.7925873000358548,-0.32936488821827303,0.055619512129266864,-0.2398581866085563,-0.45380698301055095,-0.18292255035203872,0.46103555455513234,-0.17638681109441212,0.7020033004656654,-0.5549110224441547,-0.2234706969697849,-0.5561131910320554,10.16
-3.627076612810777,-0.2511625033011219,8.373040233617534,-0.68946716431304,0.2801496809747025,2.0668177901720246,1.0520043135674322,-0.5885568173146745,-0.8308716977969732,-3.021394496545994,-0.511184560663948,-1.4462946336031286,-1.560659194578777,0.2168395445572282,1.2111039612516323,0.5966488389997953,3.419655231990862,-0.5520880122542017,-1.7757457375203394,1.1019454844332817,1.525880232830146,-1.5951427269655356,0.11231120256722202,0.14607400404582394,-0.4488515061879493,-0.09715466338603192,1.1747476980158484,-0.41401581410542976,-0.0002563588785556447,-0.2042769749498584,-0.7347609627315047,0.21250743821662674,0.8129090008915355,-1.2045225547201848,0.2550917820539091,1.7192752483722518,44.21
-1.444301790038003,5.928961465646816,4.248000999299129,3.669733117410586,4.698606216926865,-1.8364160523136053,6.64157720905299,1.7052361407818397,1.8523848117204347,0.7636372471699329,-0.9007182108149292,-2.8862515125717865,-3.646174156469231,3.126992399441855,-0.8212119150519522,-0.6855795651811628,-0.7024870955612988,0.5390062526220588,1.4597271818903894,-0.08776197142525417,-3.625604892243402,-4.186885298047556,-0.06617858767115484,1.2417556260998355,2.0150187295804325,1.0395513645233339,0.106953639721042,0.6605422214019046,-1.1617068422338663,-0.7640846281331872,-1.5026772387540526,1.0221839338958147,-1.3820360163971799,0.2730570112645663,-0.006879445440694056,-0.003917094764963719,127.59
-3.426938389531145,-9.190588479925482,3.1408643606144797,4.8896430171563265,3.374623730773666,6.721063304036503,-0.9464297227173687,-0.8130893617777839,-2.2873458595506193,-0.007468159726665192,-0.4761266792622163,-0.31383517617502477,-1.3767638405294822,-0.7848415043435825,-0.29619142529730086,1.3879295224863901,1.7499449460233996,1.2242253031744228,1.3010896931624274,0.35068660587571016,-1.6950491276410231,-1.0960338231454392,0.4165606839893482,2.015624080128568,1.15443275114634,0.3924116210213616,-1.012641383838896,-0.1805820377098978,1.1999105167333959,0.7935478337538646,1.2511325176577648,0.23786486367621065,0.7458403832283352,-0.2908452949651505,0.2797124689687956,-0.2578548086585644,-14.1
7.562574675693007,-3.6412089338811255,-7.607362388661902,-1.8645506207737876,5.2201668326626,-0.26293892998244567,6.386687726744302,-1.2642565274609323,2.0809245499116646,1.2939129874623985,3.0612295942780507,0.49314874194572644,-1.1052463582961451,2.9145322076215665,2.0370014716349614,0.08441520264111217,-0.552019546380871,-0.2145389306477382,-0.8259748619327787,1.4522589131017014,-1.6154060098372482,-1.187807770125789,0.20440313135444574,0.5201867511148331,-0.23041250255236004,0.15976634744488316,-0.23286367465969837,-1.02721117618536,0.6053916697028797,0.3649859530499359,-1.0671865206205913,-1.8045486656612133,-0.0592266636710275,-1.1325777354609947,0.9222762180500033,0.43270129180460765,75.82
-8.0545943788001,1.7284878955069938,-1.5592843735946056,-0.35932096920906864,2.154465475863311,4.765162751638001,6.240463455865017,-3.433916218418659,0.9303327649083087,0.7128775531457455,-0.4177511836778675,-0.09830481279338865,-0.665646674010163,0.8958314723730987,-2.3991610881966343,-0.9330528199824327,-1.7901448712503703,1.5254428799098703,0.9426896227821231,0.6319152451425193,-0.14461759603651247,0.8814581477804841,-0.9287945090552371,-0.6784139064816618,-0.029452668509784792,-2.9229121579810915,0.12254595586059326,0.8580637042315152,-0.09261503881760837,0.2177743347851458,1.5826297150612227,-0.6005751347106847,0.9393246717551661,-0.2618791653638955,-0.37997967757042844,-0.3502492149069843,93.63
-3.5832932305715985,6.63406422481545,-0.7966826284269163,4.768633940733624,0.15244507952859374,-3.252104834273138,6.073203101186242,-1.9632307728171239,-1.605034905687815,0.3986157608533649,0.6379922161187205,0.04033634059207984,3.491569715503506,1.7668732613680673,3.2298136745991175,-1.0369926795670203,-0.46878227749483403,0.46410920165655656,1.4243442337941639,0.4905433920105408,0.26580335563002605,-0.6090523884248351,0.20824589006303856,2.0020017072091885,0.024451392101295894,0.4331381100827239,-0.13660309663934508,1.3278403495153412,-0.1067916512882314,-0.3545666513463893,0.6887243701132831,-0.06483260225805032,1.0087658492229947,-0.4292591615429584,-0.3854715014136861,-0.8268638939833113,132.15
-9.528130468797,-2.0267953074290195,-3.154334515838328,-6.407321866153135,-3.9695921508351057,-1.7596202067533024,0.8139457747319376,-3.1927979026065816,2.125402687944298,-2.870322930238728,0.7342195643214258,-0.8708745352874289,-1.385392738066825,-1.6164958305064627,-1.1124983851929444,0.3837924739441418,1.9862908666951098,-0.19765121149440765,1.378257574785959,2.1363889743017728,0.8939789900499524,0.3853330718814315,1.201641444761603,0.5081809893029898,-0.816632089257506,-0.15663951438558313,-0.6711275065181358,0.9966540854720478,0.04782329958880613,0.21286086427313358,-0.41612087441173723,0.2707860199177394,-0.7683830953938672,-0.6514821333109772,0.4098729842224764,-1.1810533349733046,-16.44
